orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0003777 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003778 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003779 -10.3326888115034 -10.3326884672447	-10.3262472877169 -10.3262472839667	-10.3180744195826 -10.3180445534635
OG0003780 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003781 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003782 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003783 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003784 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003785 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003786 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003787 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003788 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003789 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003790 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003791 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003792 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003793 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003794 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003795 -11.7189836442863 -11.7189836169026	-11.3862944420793 -11.3862946317656	-11.556193647857 -11.5561995898823
OG0003796 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003797 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003798 -11.4313014782785 -11.4313015804625	-11.4248596573837 -11.4248595623448	-11.2681777081971 -11.2685106503694
OG0003799 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003800 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003801 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003802 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003803 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003804 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003805 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003806 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003807 -10.7381543847122 -10.738154350323	-10.7317199902057 -10.7317124643771	-10.7235084714666 -10.7235261314309
OG0003808 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003809 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003810 -11.0258363855561 -11.0258359954014	-11.019394272943 -11.0194033900986	-11.0111905649291 -11.0125210611855
OG0003811 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003812 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003813 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003814 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003815 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003816 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003817 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003818 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003819 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003820 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003821 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003822 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003823 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003824 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003825 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003826 -10.7381543847155 -10.738154350323	-10.7317199902459 -10.7317124643771	-9.5314740069703 -10.036554179973
OG0003827 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003828 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003829 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003830 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003831 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003832 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003833 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003834 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003835 -10.3326887835629 -10.3326884672447	-10.3262472875892 -10.3262472839667	-10.3180744196162 -10.3180432508769
OG0003836 -10.3326888115864 -10.3326884672447	-10.00000701068 -10.0003003024624	-10.1717262335348 -10.170076910253
OG0003837 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003838 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003839 -10.3326887836816 -10.3326891581152	-10.3262472876694 -10.3262472839667	-10.3180744196406 -10.3180445534635
OG0003840 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003841 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003842 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003843 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003844 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003845 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003846 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003847 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003848 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003849 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003850 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003851 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003852 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003853 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003854 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003855 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003856 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003857 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003858 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003859 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003860 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003862 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003863 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003864 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003865 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003866 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003867 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003868 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003869 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003870 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003871 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003872 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003873 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003874 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003875 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003876 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003877 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003878 -10.3326888115034 -10.3326884672447	-10.0000070106799 -10.0003003024624	-10.1717262335343 -10.170076910253
OG0003879 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003880 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003881 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003882 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003883 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003884 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003885 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003886 -10.332688783646 -10.3326884672447	-10.3262472876555 -10.3262472839667	-10.3180744196425 -10.3180432508769
OG0003887 -12.98835978241 -12.9883602582813	-12.7371620763944 -12.7371657342472	-11.4735188083759 -11.9902900842934
OG0003888 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003889 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003890 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003891 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003892 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003893 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003894 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003895 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003896 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003897 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003898 -12.1133269792328 -12.1133270065913	-12.0635555117661 -12.0635560235811	-11.9688931753746 -11.9688975946068
OG0003899 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003900 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003901 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003902 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003903 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003904 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003905 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003906 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003907 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003908 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003909 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003910 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003911 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003912 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003913 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003914 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003915 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003916 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003917 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003918 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003919 -12.1244377802581 -12.1244486945542	-11.79175985843 -11.7917596416324	-11.9185474284596 -11.9180558326364
OG0003920 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003921 -10.3326887837795 -10.3326884672447	-10.3262472877472 -10.3262472839667	-10.3180744196709 -10.3180432508769
OG0003922 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003923 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003924 -10.332688783646 -10.3326884672447	-10.3262472876555 -10.3262472839667	-10.3180744196425 -10.3180432508769
OG0003925 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003926 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003927 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003928 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
